-0.45,1.46,0.17
-0.66,0.14,1.6
0.95,-0.61,-0.45
-0.83,0.58,1.61
-0.18,-1.2,-1.55
0.6,0.97,-2.6
0.04,0.69,0.05
-0.19,1.06,1.14
1.38,0.78,1.97
0.16,-1.07,-0.1
-0.14,-0.57,-2.01
1.19,0.14,0.47
-1.77,0.1,-1.1
0.03,-0.05,-0.06
-0.94,-1.21,0.62
0.51,0.88,-0.94
0.49,0.55,0.51
-1.19,1.14,0.72
0.08,-0.85,0.44
-0.13,-1.23,-0.53
-0.77,0.63,0.17
-0.62,-0.76,0.86
-0.23,0.08,2.65
-2.36,0.17,0.18
1.11,-1.23,-1.22
0.54,0.03,1.23
-0.79,-1.26,-0.11
-0.79,0.18,0.15
1.15,0.52,1.1
-0.85,-2.55,-1.1
0.46,-1.83,0.2
0.83,0.96,-0.2
-1.45,-0.12,0.99
0.66,0.34,0.91
1.21,-1.01,2.26
0.37,0.65,-0.71
-0.99,0.14,1.2
0.03,1.26,-1.48
0.32,-1.14,-0.45
0.53,-1.5,-0.35
-0.49,0.19,-1.38
0.71,1.37,1.31
1.12,0.44,-0.79
0.49,-0.54,-1
1.51,0.19,-1.39
-0.59,-1.25,0.11
-1.67,-0.52,-1.42
-0.51,0.25,-0.11
-1.26,-0.45,-0.02
1.11,-2.37,-0.72
-0.78,0.59,-0.39
-0.09,-0.09,1.72
1.03,1.98,1.03
0.16,-0.16,0.35
-1.83,1.1,-1.72
0.98,-0.3,0.42
-0.52,0.4,2.29
-0.06,-0.66,-1.19
0.18,0.29,-0.6
0,1.22,1.44
1.57,0.23,1.49
-0.85,-0.26,-1.96
0.03,-0.2,-0.29
-0.51,0.16,-0.12
0.63,-1.49,-0.33
-0.12,-0.5,0.86
-0.56,1.14,-0.36
0.09,1.36,0.82
1.03,1.3,-0.18
0.8,0.72,-1.3
1.32,-0.52,-0.25
-1.6,-0.32,0.28
0.48,0.7,0.6
0.93,-1.05,0.04
-1.32,0.8,-0.37
0.67,0.64,0.14
1.48,0.43,-0.95
-0.12,1.22,0.61
-1.69,-0.88,0.04
0.73,-1.15,0.1
-0.38,-0.51,0.93
1.63,-1.18,-1.45
-1.06,-0.31,-0.08
-0.55,0.37,-1.81
-0.01,1.43,-0.46
2.35,0.08,-1.35
0.54,0.18,-0.33
-0.22,-0.76,1.44
-0.41,-0.59,1
-0.66,-0.26,-0.89
-0.16,1.26,-0.64
0.54,0.96,1.68
0.4,-1.27,0.53
-0.62,-0.24,-0.81
-0.49,-0.05,1.54
-1.37,-0.97,0.31
0.05,-1.05,-0.09
1.57,-0.27,1.09
0.22,-0.27,-0.1
0.29,-1.99,-0.2
