0.45,-0.45,-1.52
1.56,-0.4,0.01
0.16,-0.06,-0.93
0.59,3.8,-0.82
0.32,-0.29,-1.38
-0.08,0.01,-0.04
-0.7,0.16,-1.49
-0.11,-0.53,-0.85
-0.19,-0.1,-0.02
0.91,-2.38,-1.64
0.06,-0.51,-0.58
-0.14,0.62,0.35
-0.55,-2.07,-0.34
-0.22,-1.4,0.8
-1.14,-0.31,1.26
-0.18,-0.93,0.23
-0.51,-2.45,1.36
-0.12,0.09,-0.46
-0.52,1.36,1.97
1.52,-1.69,0.16
1.13,0.88,-0.47
0.72,-0.63,-0.88
0.01,-1.05,-0.4
-0.05,-0.55,0.68
-1.79,-0.27,-0.2
0.6,-1.23,-0.22
-0.54,-0.22,-1.4
-1.25,0.28,-0.06
-0.87,-0.06,-0.57
-1.22,-0.47,0.18
0.15,-2.81,0.71
-1.02,1.09,0.81
-1.39,-1.32,0.4
-0.77,-2.19,-0.33
-1.05,0.76,0.02
0.31,0.89,0.13
0.92,-0.52,1.73
-1.17,0.42,-1.72
-0.4,-2,2.03
-0.02,0.3,-0.63
-1.17,-1.53,0.86
0.3,-1.05,-0.7
-0.25,-1.48,0.49
-0.78,0.01,1.73
-0.52,1.15,-0.28
-0.85,1.35,0.33
0.14,1.73,0.38
-1.11,-1.52,0.66
-0.76,2.14,-0.15
0,-1.71,0.86
1.06,-2.16,0.54
0.56,-0.42,1.08
-0.16,-2.35,0.26
-0.53,-0.86,-0.5
0.85,-0.9,-1.75
0.49,-0.28,-1.37
-0.55,1.1,0.05
-0.43,0.05,-1.21
1.55,-1.16,0.01
0.01,0.7,-0.42
-0.44,0.22,0.08
-0.19,1.51,0.59
-0.12,-1,0.23
-0.61,0.22,0.15
-2.04,0.36,0.11
-0.13,0.19,-0.47
-1.73,1.67,-0.38
0.12,0.55,0.13
-0.58,1.13,-1.22
-0.64,0.1,-1.52
1.16,0,0.17
1.53,-0.47,0.53
-1.49,0.79,-0.09
0.4,0.36,-0.73
-1.03,-0.38,0.43
0.53,0.5,-1.79
1.01,-0.08,1.02
2.18,0.09,-0.46
-0.64,-0.96,0.12
-1.13,0.53,2.36
-2.88,0.19,0.97
-1.38,0.63,2.56
0.74,0.4,-0.6
0.41,-0.89,0.93
-0.36,0.01,-0.92
1.47,-1.73,0.85
-2.3,1.71,0.19
-1.43,-1.65,1.39
-2.18,-2.4,-0.28
-0.1,-0.95,0.71
0.02,0.97,-1.31
-0.29,1.91,-0.83
-0.09,-0.73,-2.19
-0.55,-0.67,-1.21
1.04,-0.48,0.3
1.34,-0.63,0.24
0.36,0.83,-1.75
1.38,0.43,-0.79
-2.23,0.55,-1.11
0.85,1.58,1.32
