-0.45,-1.54,0.67
0.07,-1.29,0.47
-0.69,1.26,0.8
-0.87,-1.16,-1.45
-0.85,-0.25,-0.97
-0.51,0.38,0.24
0.77,-0.45,-0.91
0.78,-0.61,0.77
0.61,0.57,0.98
0.04,1.06,-1.21
0.15,0.51,-0.47
0.41,-2.85,-0.06
2.41,0.57,0.96
-1.14,0.89,-0.99
-1.89,-0.89,-0.02
0.84,0.33,-2.13
-0.1,0.54,-0.62
-1.37,-0.59,-0.64
1.11,1.98,0.67
0.92,0.67,-0.94
0.64,-0.72,-0.86
0.1,1.45,0.55
0.29,1.56,1.05
-0.26,-1.05,0.05
-0.07,0.32,0.02
0.11,-0.43,-0.58
0.94,-0.88,0.59
0.4,0.45,0.42
-0.24,-2.46,-0.74
-0.47,-1.2,-2.9
-0.37,0.03,-1.33
0.28,-0.26,1.06
0.17,0.84,-1.76
-2.04,-0.18,1.82
0.61,-0.16,-1.82
-0.94,1.15,-2.12
0.33,0.12,-0.19
-0.37,-0.8,-2.14
-0.46,-1.69,1.11
-0.08,0.45,0.07
-1.53,-0.7,-0.98
0.71,-0.04,0.01
1.09,-1.12,-0.43
-0.36,0.89,-0.57
-0.42,0.38,-0.37
0.4,-0.42,-1.03
-0.14,0.56,-0.03
-1.33,-0.33,-1.86
0.12,-0.03,0.8
0.09,0.23,0.35
-1.41,1.46,1.92
-2.12,0.41,1.07
-0.62,-0.67,-0.63
-0.11,0.33,-0.87
-1.01,-0.89,0.38
-0.71,-1.44,1.13
1.2,-0.5,0.46
0.44,-0.37,-1.25
-0.1,-0.28,-1.91
-0.38,0.07,-0.52
1.41,1.63,-2.43
1.62,-0.09,1.07
-0.87,0.27,-0.61
1.04,-0.12,1.04
0,-1.23,0.44
0.92,-1.35,1.59
-0.83,1.64,1.04
-1.16,-0.46,-1.5
-0.06,0.39,1.69
-0.1,-0.32,-0.85
0.25,0.7,-0.06
-0.91,-0.19,-2.73
0.45,-0.9,0.81
1.1,-1.44,1.76
0.01,0.17,0.47
0.11,0.47,1.2
0.2,-1.66,0.64
-0.29,-0.22,0.78
0.99,-0.83,0.02
-0.19,-1.19,-1.06
0.76,-0.75,-0.55
0.55,0.5,0.07
0.23,-1.28,-0.35
-0.62,1.11,0.38
0.28,1.25,0.43
1.45,1.06,-0.05
-1.29,2.23,-0.33
1.5,1.6,0.96
-0.45,-0.14,1.81
-0.23,0.35,1.42
-0.99,0.32,-0.57
0.61,-0.28,0.32
0.7,0.17,0.99
0.48,-0.31,1.34
-1.14,0.3,1.85
0.32,2.41,0.53
-1.06,-0.61,0.34
-0.54,1.01,-0.09
1.5,0.61,0.19
0.18,-0.7,0.68
