0.46,-0.74,-0.33
-0.7,-1.22,-0.22
0.48,1.17,-0.57
-0.53,1.44,0.27
-0.41,0.96,-1.77
-0.16,1.18,-0.9
0.79,-0.04,0.07
-0.28,-0.32,-0.66
0.14,-0.26,0.27
-1.63,0.8,1
0.4,1.36,-0.63
-1.09,-0.35,0.42
-1.44,0.53,0.93
-0.22,0.92,1.56
0.3,-1.27,-1.05
1.2,1.07,-2.7
-0.59,1.74,1.69
-1.19,0.39,-0.86
-1.51,0.17,0.92
-0.61,0.23,-0.52
1.79,-0.22,0.09
0.22,2.01,-0.25
-0.25,0.49,-0.38
0.86,-1.76,-0.38
1.49,-0.92,0.4
-0.82,-0.64,-0.17
1.43,0.14,-2.06
0.01,0.78,-1.47
0.73,2.36,1.41
-1.96,0.32,-1.04
-0.66,-0.86,-0.92
-0.45,2.52,0.78
-0.71,0.9,1.34
0.1,0.76,-0.04
0.44,-0.13,0.52
-0.93,1.36,0.87
1.5,0.96,0.16
-0.08,-0.03,-1.75
0.35,-1.06,-0.51
0.04,0.86,-0.69
-1.54,0,0.49
0.58,0.3,0.49
-1,-2.03,0.78
0.28,0,-1.99
-0.64,0.97,-1.72
-0.24,0.12,-0.26
0.11,0.87,0.73
1.35,0.1,-0.01
-0.4,-1.63,-0.98
-1.1,-0.15,1.62
0.3,1.12,0.61
0.62,-0.6,-0.07
-0.12,-0.28,1.41
0.84,-0.38,0.07
1.25,-0.03,0.57
0.75,0.24,-1.31
0.64,0.04,1.11
-0.35,-1.04,-1.38
0.4,-1.8,0.6
-0.05,-0.62,1.03
-2.05,-0.71,-0.84
0.68,-0.32,-0.47
0.9,1.17,-1.43
0.48,-0.54,1.82
-1.59,0.52,0.47
0.68,0.36,0.32
0.51,0.27,-1.31
-1.13,0.64,0.33
0.28,-0.31,0.66
0.53,0.96,0.51
-0.84,-0.54,-1.52
-0.57,0.52,-1.66
0.42,1.17,-0.04
1.49,-1.43,0.18
-0.47,0.06,-0.47
-1.09,0.09,-0.02
-1.6,-0.61,-0.53
-2.22,0.6,0.85
-1.31,-0.08,0.88
-0.28,-0.96,-1.03
0.19,-0.37,-0.81
-0.17,-1.03,-0.7
0.48,0.31,-1.08
0.25,-0.84,1.27
0.79,-0.16,-0.22
-1.16,-0.13,-1.17
0.62,-2.72,0.39
-0.69,-0.6,0.74
0.09,-1.4,-0.14
0.53,-0.54,-2.03
-0.21,-0.29,1.72
0.5,0.77,1.36
0.28,0.82,-0.44
-0.37,0.81,-0.29
-1.01,-0.51,0.5
-1.68,0.59,-1.84
1.2,0.64,0.76
-2.03,-0.05,0.87
0.75,0.43,0.8
0.42,-0.76,-1.7
