0.11,-0.72,-0.96
-1.23,1.27,0.24
0.48,0.55,1.27
-0.2,-1.24,0.96
2.93,-0.27,-0.9
-1.7,0.62,1.57
-0.82,0.78,-1.48
0.36,0.46,-0.23
1.73,-2.58,-0.94
-0.62,0.76,-0.19
-0.48,0.47,0.89
-1.43,-0.74,-2.72
-1.36,1.95,-0.51
-0.23,-2.26,2.17
0.45,0.39,-0.38
-0.45,0.65,1.03
-1.15,1.02,1.24
0.07,-1.04,0.55
-0.29,0.63,0.16
1.18,-1.17,1.44
0.43,1.86,-1.56
-2.52,1.01,-0.53
-0.05,-0.96,-0.88
-0.73,-0.51,-0.79
-0.21,-1.68,1.03
0.75,-0.41,0.56
1.82,-2.69,0.11
-0.52,0.45,-0.8
-1.67,1.22,-0.48
1.35,-1.36,-0.28
1.74,-0.84,-0.36
1.19,-0.03,-1.19
0.53,0.6,0.48
0.2,-1.57,-0.16
0.06,0.41,-1.17
0.32,1.32,0.35
-0.14,1.69,0.7
-0.36,-1.31,-0.52
-0.34,-1.02,-0.51
-0.18,0.29,-1.31
-1.61,0.33,-0.01
-0.52,-0.01,-0.15
0.89,0.19,1.16
0.06,-0.04,-0.53
0.58,-1.1,-2.2
0.23,0.47,1.62
0.57,1.67,0.08
0.82,0.91,-1.14
-1.04,2.03,0.04
1.31,-1.31,1.75
1.21,-0.32,-0.98
-0.61,1.12,-0.97
-0.87,0.13,2.92
-0.22,0.49,-0.26
-0.14,1.38,-0.93
0.6,0.12,-1.54
2.49,-1.71,-0.59
1.44,-0.59,-0.16
1.11,1.01,-1.53
0.25,-0.22,-0.29
0.39,1.06,-1.43
-0.33,-1.4,0.42
1.2,0.09,-1.52
0.24,-0.53,-0.96
-0.37,-0.5,-1.13
0.33,-0.59,1.25
-0.05,0.35,1.14
-0.92,0.18,-0.12
0.69,2.04,0.53
-1.08,-0.74,0.61
-0.21,0.14,2.5
-0.12,1.33,-0.48
0.34,-1.55,-0.89
0.39,-0.64,-1.26
2.44,0.7,-0.77
-0.42,1.44,-1.39
0.77,-1.63,-1.07
-0.57,0.35,1.29
0.16,1.36,-1.3
-1.43,-1.51,-0.23
0.08,2.08,0.57
0.85,-2.85,-0.17
-0.65,0.8,0.32
0.41,-0.65,-0.4
-0.05,0.57,-0.21
-0.63,0.08,-0.27
0.31,-0.52,-2.54
-0.11,-0.68,0.28
0.85,-0.74,-0.15
1.16,-0.67,0.08
-1.64,0.4,-0.42
0.22,-0.05,-0.44
0.35,-0.15,-0.1
-0.15,1.23,0.12
0.42,0.06,0.8
1.03,-0.34,0.01
0.44,0.95,0.56
1.14,-1,-0.54
0.57,-1.07,-0.27
-1.51,-0.43,-0.73
