0.62,2.32,-1.89
1.09,-1.52,1.03
-0.19,-0.04,0.05
-0.76,0.33,0.84
0.02,0.02,1.89
-0.67,1.85,0.42
0.09,0.13,-1.12
1.4,1.96,-1.28
0.37,0.68,0.31
0.76,0.22,1.95
-0.15,-2.28,-3.37
-0.61,0.02,1.48
0.71,-0.19,-2.3
0.43,0.73,1.51
-0.28,-1.14,0.56
0.67,0.4,0.15
-0.13,0.04,0.04
0.1,0.86,0.24
1.23,0.32,-0.37
-0.21,0.04,0.35
-0.22,1.04,-0.19
1.47,-0.84,0.6
-1.32,1.3,2.19
0.2,-0.29,-0.08
-1.05,-0.35,0.17
-0.59,-0.67,0.18
-0.36,-0.34,2.17
1,-0.19,-1.54
-0.78,0.44,1.71
0.67,0.33,0.41
-0.03,-0.36,0.1
-0.42,0.05,0.22
0.57,-0.72,-0.43
0.88,1.74,-0.09
0.58,-0.52,1.9
1.77,0.97,-0.15
0.4,1.11,-0.04
-1.06,-0.98,0.64
-2.32,0.54,-0.96
-0.36,-0.52,-2.88
0.2,1.32,-0.73
-0.53,-1.23,-0.05
-0.47,-1.72,0.4
0.51,0.97,-0.47
0.74,-0.14,-0.48
-1.17,-0.44,0.22
1.14,0.49,1.3
-0.52,0.91,0.76
0.14,0.97,-0.11
0.12,-0.91,1.24
-0.63,-0.26,2.78
0.3,-0.5,-0.72
0.55,0.67,0.15
0.37,0.2,-1.62
0.05,-1.22,-0.03
1,-0.47,-1.32
-0.11,-0.02,0.87
0.62,-0.66,-0.16
0.68,-1.89,0.97
-1.27,0.07,-1.34
-1.11,-0.37,-0.21
-0.31,1.46,-0.2
1.52,-0.1,0.74
-0.14,-0.13,0.24
-0.34,0.41,0.09
1.86,-0.59,-1.02
0.12,0.31,1.66
0.04,0.65,-0.06
0.35,-1.57,-1.31
-0.03,0.32,0.45
-0.48,-1.21,-0.12
-0.63,0.61,-1.4
0.3,0.33,-1.21
-1.64,0.75,-1.76
-1.16,-0.36,1.04
-0.08,-1.78,-0.33
1.09,-0.22,0.92
-0.3,0.07,-0.23
-0.01,-0.98,1.18
1.73,-1.53,0.34
0.54,-0.85,0.23
1.24,-0.94,-0.74
0.08,0.39,0.64
0.09,-0.23,-0.33
-0.15,-0.45,0.63
1.14,-0.57,-0.25
0.77,0.45,0.73
-0.51,0.71,-0.25
-1.22,-0.57,-1.25
0.14,1.12,-0.06
-0.11,-0.11,-1.63
-0.64,-0.99,0.39
0.28,-0.19,-0.61
2.42,0.28,0.93
0.44,-1.18,-1.04
-1.08,-0.32,-0.47
0.27,-0.18,0.67
-1.1,-0.76,-1.35
0.89,0.76,2.2
0.03,-1.12,1.48
