1.29,-1.37,1.38
0.45,-1.65,-0.13
-1.66,-0.47,-1.04
1.68,1.86,-0.29
1.93,-0.54,1.06
0.37,0.11,0.49
0.46,1.13,0.76
-1.23,-0.33,0.52
-0.16,-0.84,-0.46
0.41,-0.41,1.39
-1.2,0.06,1.25
-0.61,-1.82,2.33
0.06,0.08,0.47
0.13,0.54,0.31
-0.45,0.09,-0.86
0.54,1.46,-1.98
0.63,-0.42,-0.02
-0.01,-0.36,0.13
0.27,-0.51,1.6
0.77,-1.06,-0.62
-1.24,0.05,-0.91
1.27,1.76,-0.26
-0.38,1.45,1.15
0.1,1.54,-0.43
0.12,1.41,-0.02
0.51,-0.01,-1.06
0.98,0.49,1.54
-0.24,0.41,0.44
0.45,0.37,-0.48
1.24,1.61,1.29
-0.28,0.92,0.26
2,-0.37,-0.43
0.1,1.48,-1.12
0.48,0.26,1.19
0.98,-0.12,-0.47
-0.35,-0.52,-0.53
0.43,0.84,-1.32
-0.76,1.5,-1.1
-0.51,0.27,0.41
-0.92,0.21,0.86
0.35,0.27,0.47
0.42,-1.83,0.15
-0.37,-0.99,-0.85
-0.41,-3.46,-1.22
-0.52,-0.79,1.43
1.02,-0.52,0.91
-0.16,-0.18,1.05
0.05,0.41,2.13
0.35,0.15,-1.31
-0.76,0.63,0.15
0.11,-0.66,0.04
0.1,0.18,-0.67
0.38,-1.09,0.8
0.88,-0.45,-1.87
-1.07,0.28,-1.45
-1.41,1.06,0.84
-0.04,-0.83,1.31
-0.92,-1.11,-0.34
-0.09,-0.7,-1.43
1.83,0.06,0.84
-0.44,0.39,-0.83
-0.78,1.3,-2.18
0.62,0.25,-0.58
-1.33,0.13,-1.65
-0.43,-0.13,-0.13
-2.46,1.66,0.68
0.67,-0.83,0.23
-0.96,1.35,0.19
0.65,-0.66,-0.9
1.57,1.28,1.17
0.79,0.64,0.96
2.94,-1.2,0.11
0.76,1.67,0.45
0.19,1.82,-0.09
-0.61,-0.34,-0.57
0.47,-0.05,0.67
-0.73,-0.01,-0.28
1.76,-1.06,1.09
1.48,1.2,1.12
0.05,-0.2,-0.12
0.47,-0.07,-0.57
-0.31,-0.27,-1.9
-0.88,0.03,-0.01
1.1,-1.56,1.35
0.16,1.01,1.21
0.92,-0.08,-0.22
1.27,-0.85,-0.68
-0.15,0.17,0.27
-0.32,1.64,-0.02
-0.86,0.22,1.24
-0.23,-0.78,0.91
1.12,-0.46,0.42
0.12,0.47,0.38
1.16,0.5,0.89
-1.72,-0.1,0.19
0.94,0.49,0.7
-1.49,0.93,-0.18
0.94,0.8,-1.8
0.08,-0.07,-0.19
-0.59,-1.12,-2.22
