-0.94,0.59,-0.5
2.32,0.88,-0.45
1.31,1.21,0.9
0.52,1.19,1.04
0.64,-1.12,0.61
0.04,-0.67,-0.36
-1.89,-1.58,-0.54
-0.5,0.52,-1.09
1.24,-0.86,-0.84
-2.04,0.72,0.32
0.5,1.64,-0.25
1.01,0.17,0.49
-0.73,-1.1,0.25
-0.03,-0.43,-0.11
0.36,0.97,0.84
0.73,-0.42,-1.17
-0.72,-0.98,-0.09
-0.72,-1.86,1.54
0.93,0.1,-1.19
1.35,1.1,0.18
0.14,0.06,-1.46
1.44,0.89,0.06
1.15,0.57,1.08
0.36,1.03,-0.11
0.08,-0.31,0.97
-1.85,-0.81,-0.81
2.92,-0.52,0.2
-0.44,-0.09,0.75
-1.07,0.26,0.2
1.57,-0.89,1.22
-0.71,1.02,-0.73
-1.48,0.48,-1.22
0.04,1.22,-1.07
-0.5,-1.43,-0.47
0.5,0.6,0.6
-0.3,0.6,0.8
0.28,0.38,1.38
0.5,-2.08,0.64
0.21,-0.75,-0.76
1.51,0.1,0.84
-0.81,-0.21,-1.5
0.08,-0.48,-0.73
-1.1,-1.09,0.94
-1.4,-1.06,-0.72
-1.53,0.7,3.04
-0.45,1.9,0.32
0.05,1.38,-0.41
1.25,0.06,0.79
-0.73,-1.55,-0.9
-0.03,-0.25,-0.75
0.48,0.31,-0.53
0.17,1.13,-0.94
0.09,0.07,-0.25
0.67,0.51,1.15
-0.18,-2.46,-1.41
1.2,-1.02,0.01
0.27,-0.34,-0.67
0.5,1.56,1.25
1,0.24,-0.44
-0.66,0.68,0.04
-1.37,0.45,2.46
-0.2,-0.69,1.76
-0.87,-0.38,-0.36
0.08,0.63,-0.54
-0.94,-0.06,0.38
0.05,0.05,-0.52
1.5,-0.51,0.67
0.56,0,-0.01
2.32,-0.31,-0.22
1.21,-1.71,-1.29
1.88,1.44,-0.73
-0.07,1.07,1.2
0.87,-0.09,0.87
-2.28,-0.59,0.14
-0.97,-0.3,1.86
-0.67,-1.2,-0.2
-0.4,-0.98,-2.99
-0.26,1.09,0.78
-0.05,1.75,-1.82
-0.91,-0.56,0.67
-1.05,-0.58,-1.39
0.46,0.91,-0.34
0.44,1.21,0.61
0.33,-1.36,-0.75
-0.59,0.96,-0.32
-1.35,2.7,-0.98
1.27,-1.05,-2.71
1.47,1.43,-1.42
0.41,0.9,1.37
0.35,-0.23,0.61
0.93,0.28,0.14
1.74,1.67,-0.33
0.96,0.08,0.45
0.18,-0.66,-0.02
-2.07,-0.21,-1.12
-0.24,-0.64,-0.93
-0.49,0.73,0.96
-0.58,-0.54,-0.42
-1.93,0.38,-0.42
1.16,-0.67,-1.83
